Incident_Nr,Arrest_Date,Officer,Officer_Last_Name,Officer_Badge_Id,Arrest_Nr,Age,Gender,Race,Charge
180000043359-001,7/12/2018,R. Melendrez #405,Melendrez,,A18000100553,38,Male,White,DRIVING WHILE INTOXICATED 2ND
180000043371-001,7/12/2018,Gonzales 12911,Gonzales,12911,A18000100552,57,Male,White,
180000043374-001,7/12/2018,McGee 12964,Mcgee,12964,A18000100551,33,Male,White,
180000043397-001,7/12/2018,Sparenberg 11930,Sparenberg,11930,A18000100554,36,Male,White,Criminal Mischief >=$100<$750
180000043435-001,7/12/2018,Crook #470/11910,Crook,11910,C18000001318,22,Male,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
180000043457-001,7/12/2018,Sparenberg 11930,Sparenberg,11930,A18000100558,29,Male,White,Theft Prop >=$100<$750
180000043479-001,7/12/2018,Crook #470/11910,Crook,11910,A18000100555,39,Male,White,Theft Prop >=$100<$750
180000043499-001,7/12/2018,Mcgee,Mcgee,,C18001060687,21,Male,White,Theft < $100
180000043499-002,7/12/2018,Mcgee,Mcgee,,C18001060688,19,Female,White,Theft < $100
180000043552-001,7/13/2018,M. Alvarado #428/13100,Alvarado,13100,A18000100557,25,Male,White,Duty On Striking Fixture/hwy Landscape>=
180000043557-001,7/12/2018,V. Fischer 12311,Fischer,12311,A18000100560,22,Female,White,MAN DEL CS PG 1 >=4G<200G
180000043560-001,7/12/2018,C. Germer,Germer,,A18000100556,35,Male,White,
180000043563-001,7/12/2018,Tennant 13045,Tennant,13045,A18000100561,25,Male,Black,
180000043564-001,7/13/2018,Contreras 12772,Contreras,12772,C18001052019,20,Female,White,Assault Physical Contact
180000043589-001,7/13/2018,R. Melendrez #405,Melendrez,,A18000100562,33,Male,White,DRIVING WHILE INTOXICATED
180000043605-001,7/13/2018,M. Alvarado #428/13100,Alvarado,13100,A18000100563,30,Male,White,ASSAULT BI FAM/HOUSE MEM 2+ W/IN 12 MONT
180000043613-001,7/13/2018,D. Anderson #13226,Anderson,13226,A18000100570,44,Female,Black,POSS CS PG 1 <1G
180000043624-001,7/13/2018,,,,A18000100572,31,Male,White,Public Intoxication - Other Substance
180000043653-001,7/13/2018,Gibson 12521,Gibson,12521,A18000100569,26,Male,Black,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
180000043661-001,7/13/2018,D. Anderson #13226,Anderson,13226,A18000100567,26,Male,Black,
180000043699-001,7/13/2018,Beller 11288,Beller,11288,A18000100568,52,Male,White,CRIMINAL TRESPASS
180000043702-001,7/13/2018,Tureaud #12967,Tureaud,12967,A18000100571,55,Female,Black,Assault Physical Contact
180000043730-001,7/13/2018,Mendoza 435,Mendoza,,A18000100566,29,Male,White,
180000043733-001,7/13/2018,Tureaud #12967,Tureaud,12967,A18000100564,22,Male,White,
180000043762-001,7/13/2018,VanEeden 13215,Van Eeden,13215,A18000100565,40,Male,White,DRIVING WHILE INTOXICATED/OPEN ALCH CONT
180000043776-001,7/14/2018,C. Tankersley #200/12074,Tankersley,12074,A18000100580,22,Male,White,POSS MARIJ >4OZ<=5LBS
180000043795-001,7/14/2018,,,,C18001053323,56,Male,White,
180000043803-001,7/14/2018,C. Cormier 485/11898,Cormier,11898,A18000100576,24,Female,White,Public Intoxication - Other Substance
180000043817-001,7/14/2018,BENNETT 13023,Bennett,13023,A18000100577,25,Male,Black,DRIVING WHILE INTOXICATED
180000043824-001,7/14/2018,D. Anderson #13226,Anderson,13226,A18000100584,25,Male,Black,ASSAULT FAM/HOUSE MEM IMPEDE BREATH/CIRC
180000043852-001,7/14/2018,,,,C18001071332,47,Male,Black,
180000043910-001,7/14/2018,D. Anderson #13226,Anderson,13226,A18000100581,22,Male,Black,POSS MARIJ <2OZ
180000043918-001,7/14/2018,Pierce #12683,Pierce,12683,A18000100582,28,Female,White,POSS CS PG 2 < 1G
180000043928-001,7/14/2018,S. Ortiz,Ortiz,,A18000100579,26,Male,White,
180000043977-001,7/14/2018,JCormier 11509,Cormier,11509,A18000100574,41,Male,Black,Accident Involving Damage To Vehicle>=$2
180000043991-001,7/14/2018,C. Cormier 485/11898,Cormier,11898,A18000100575,58,Male,White,
180000043999-001,7/14/2018,Cope/459/12618,Cope,12618,A18000100583,30,Male,White,POSS MARIJ <2OZ
180000044028-001,7/14/2018,Van Eeden 13215,Van Eeden,13215,A18000100573,24,Female,Black,
180000044041-001,7/14/2018,Cyrus   12833,Cyrus,12833,A18000100578,47,Female,White,FLEEING POLICE OFFICER
180000044064-001,7/15/2018,N. Kennedy 437/13227,Kennedy,13227,A18000100593,22,Male,White,POSS MARIJ <2OZ
180000044083-001,7/15/2018,Bennett 13023,Bennett,13023,A18000100587,19,Female,Black,EVADING ARREST DETENTION
180000044106-001,7/15/2018,P Stephens 11838,Stephens,11838,A18000100597,35,Male,White,Public Intoxication - Other Substance
180000044107-001,7/15/2018,N. Kennedy 437/13227,Kennedy,13227,A18000100588,41,Male,White,
180000044117-001,7/15/2018,Tennant 13045,Tennant,13045,A18000100585,27,Male,Asian,Racing On Highway
180000044126-001,7/15/2018,Royal-12585,Royal,12585,A18000100596,24,Male,White,Reckless Driving
180000044128-001,7/15/2018,Putnam 12768,Putnam,12768,A18000100590,32,Male,White,POSS CS PG 1 <1G
180000044133-001,7/15/2018,Marroquin 13093,Marroquin,13093,A18000100591,50,Male,White,
180000044138-001,7/15/2018,Crook #470/11910,Crook,11910,A18000100589,21,Male,White,
180000044158-001,7/15/2018,Gibson 12521,Gibson,12521,A18000100586,33,Male,White,
180000044177-001,7/15/2018,Aubry 12619,Aubry,12619,A18000100595,19,Male,White,UNAUTH USE OF VEHICLE
180000044225-001,7/15/2018,Pierce #12683,Pierce,12683,A18000100594,37,Male,White,"Theft Prop >=$750<$2,500"
180000044334-001,7/15/2018,Mendoza 435,Mendoza,,A18000100592,25,Male,White,Public Intoxication - Other Substance
180000044347-001,7/16/2018,Bennett 131023,Bennett,,A18000100601,30,Male,White,DRIVING WHILE INTOXICATED
180000044348-001,7/16/2018,Mendoza #435,Mendoza,,A18000100599,25,Female,White,Public Intoxication - Other Substance
180000044348-002,7/16/2018,Fischer,Fischer,,A18000100598,30,Male,Black,Public Intoxication - Other Substance
180000044357-001,7/16/2018,N. Kennedy #437/13227,Kennedy,13227,A18000100600,26,Male,White,Public Intoxication - Other Substance
180000044458-001,7/16/2018,Marroquin 13093,Marroquin,13093,A18000100604,25,Male,White,MAN DEL CS PG 1 >=1G<4G
180000044458-002,7/16/2018,Marroquin 13093,Marroquin,13093,A18000100603,21,Male,White,POSS MARIJ <2OZ
180000044548-001,7/16/2018,Contreras 12772,Contreras,12772,A18000100602,27,Male,Black,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
180000044576-001,7/17/2018,Wisener 12586,Wisener,12586,A18000100605,37,Female,White,
180000044707-001,7/17/2018,Duckworth 12478,Duckworth,12478,A18000100606,26,Male,Black,POSS MARIJ <2OZ
180000044771-001,7/17/2018,J. Cope,Cope,,A18000100607,33,Male,White,Public Intoxication - Other Substance
180000044827-001,7/18/2018,D. Anderson #13226,Anderson,13226,A18000100615,31,Male,White,
180000044855-001,7/18/2018,Crook #470/11910,Crook,11910,A18000100611,26,Male,White,Reckless Driving
180000044859-001,7/18/2018,Dehkordi 13217,Dehkordi,13217,180000100612,52,Male,White,FRAUD USE/POSS IDENT INFO # ITEMS 10<50
180000044875-001,7/18/2018,Gibson 12521,Gibson,12521,A18000100610,46,Male,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
180000044916-001,7/18/2018,Bennett 13023,Bennett,13023,A18000100614,37,Male,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
180000044924-001,7/18/2018,Mendoza 435,Mendoza,,A18000100613,24,Female,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
180000044973-001,7/18/2018,Bennett 13023,Bennett,13023,A18000100616,21,Male,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
180000044987-001,7/19/2018,Cyrus    12833,Cyrus,12833,A18000100619,48,Female,White,POSS CS PG 1 <1G
180000045037-001,7/19/2018,Mendoza #435,Mendoza,,A18000100617,52,Male,White,
180000045044-001,7/19/2018,N. Kennedy #437/13227,Kennedy,13227,A18000100618,31,Male,White,DISPLAY FICTITIOUS MOTOR VEHICLE REGISTR
180000045133-001,7/19/2018,Gibson 12521,Gibson,12521,A18000100621,30,Male,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
180000045166-001,7/24/2018,Dehkordi 13217,Dehkordi,13217,A18000100657,22,Female,White,ROBBERY
180000045196-001,7/19/2018,Everette 13214,Everette,13214,A18000100622,23,Male,White,
180000045228-001,7/19/2018,Sarver 12832,Sarver,12832,A18000100625,48,Male,White,DRIVING WHILE INTOXICATED
180000045238-001,7/19/2018,C. Tankersley #200/12074,Tankersley,12074,A18000100620,27,Male,White,Reckless Driving
180000045242-001,7/19/2018,Swillinger 13213,Swillinger,13213,A18000100624,26,Male,Black,
180000045246-001,7/20/2018,Everette 13214,Everette,13214,A18000100623,22,Male,Black,
180000045251-001,7/20/2018,P Stephens 11838,Stephens,11838,A18000100626,38,Female,White,Public Intoxication - Other Substance
180000045254-001,7/20/2018,N. Kennedy #437/13227,Kennedy,13227,A18000100628,41,Male,White,
180000045277-001,7/20/2018,Royal-12585,Royal,12585,A18000100627,21,Male,White,
180000045279-001,7/20/2018,,,,C18001063793,23,Female,Black,Assault Physical Contact
180000045287-001,7/20/2018,Sarver 12832,Sarver,12832,A18000100629,31,Male,White,DRIVING WHILE INTOXICATED BAC >= 0.15
180000045362-001,4/25/2019,Dehkordi,Dehkordi,,00F19118JP12,24,Male,Black,CREDIT CARD OR DEBIT CARD ABUSE
180000045473-001,8/2/2018,AMES 11931,Ames,11931,A18000100730,64,Male,White,BURGLARY OF VEHICLE
180000045488-001,7/20/2018,Wisener 12586,Wisener,12586,A18000100630,23,Male,White,DRIVING WHILE INTOXICATED/OPEN ALCH CONT
180000045495-001,7/20/2018,P Stephens 11838,Stephens,11838,A18000100631,24,Male,White,Public Intoxication - Other Substance
180000045498-001,7/21/2018,L. Murphy,Murphy,,A18000100632,41,Male,White,
180000045513-001,7/21/2018,,,,A18000100635,20,Male,White,THEFT OF FIREARM
180000045516-001,7/21/2018,Wisener 12586,Wisener,12586,A18000100636,21,Male,White,
180000045516-002,7/31/2018,Pierce 12683,Pierce,12683,A18000100722,24,Female,White,Fail To Identify Giving False/fictitious
180000045520-001,7/21/2018,J. Williams,Williams,,A18000100634,50,Male,White,DRIVING WHILE INTOXICATED 3RD OR MORE IA
180000045532-001,7/21/2018,M. Alvarado #428/13100,Alvarado,13100,A18000100637,40,Male,Black,DRIVING WHILE INTOXICATED
180000045710-001,7/21/2018,Duckworth 12478,Duckworth,12478,A18000100633,54,Male,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
180000045728-001,7/22/2018,Wisener 12586,Wisener,12586,A18000100647,20,Male,White,
180000045739-001,7/22/2018,Pierce #12683,Pierce,12683,A18000100645,28,Male,Black,DRIVING WHILE INTOXICATED W/CHILD UNDER
180000045741-001,7/22/2018,L. Murphy,Murphy,,A18000100643,22,Male,White,AGG ASSAULT CAUSES SERIOUS BODILY INJ
180000045742-001,7/22/2018,C. Tankersley #200/12074,Tankersley,12074,A18000100648,22,Female,White,CRIMINAL TRESPASS
180000045742-002,7/24/2018,Crook #470/11910,Crook,11910,A18000100660,25,Male,White,EVADING ARREST DET W/VEH
180000045742-003,7/24/2018,Crook #470/11910,Crook,11910,A18000100663,25,Male,White,EVADING ARREST DETENTION
180000045744-001,7/22/2018,M. Alvarado #428/13100,Alvarado,13100,A18000100644,19,Male,White,ILLUM AIRCRAFT W/LASER POINTER IMPAIR OP
180000045744-002,7/22/2018,M. Alvarado #428/13100,Alvarado,13100,A18000100646,24,Male,White,
180000045752-001,7/22/2018,Wisener 12586,Wisener,12586,A18000100639,30,Male,White,DRIVING WHILE INTOXICATED BAC >= 0.15
180000045761-001,7/22/2018,Daenzer 12121,Daenzer,12121,A18000100642,25,Male,White,DRIVING WHILE INTOXICATED
180000045813-001,7/22/2018,Scott 11908,Scott,11908,A18000100649,31,Male,White,CREDIT CARD OR DEBIT CARD ABUSE
180000045813-002,7/22/2018,SCOTT 11908,Scott,11908,A18000100638,38,Female,White,CREDIT CARD OR DEBIT CARD ABUSE
180000045889-001,7/22/2018,R. Melendrez 13301,Melendrez,13301,A18000100641,20,Male,White,Public Intoxication - Other Substance
180000045918-001,7/22/2018,Pierce #12683,Pierce,12683,A18000100640,24,Male,White,Public Intoxication - Other Substance
180000045977-001,7/23/2018,M. Alvarado #428/13100,Alvarado,13100,A18000100650,24,Female,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
180000046020-001,7/23/2018,Crook #470/11910,Crook,11910,A18000100651,40,Male,White,
180000046102-001,7/23/2018,Everette 13214,Everette,13214,A18000100652,39,Female,White,
180000046131-001,7/24/2018,Everette 13214,Everette,13214,A18000100653,61,Male,White,AGG ASSAULT W/DEADLY WEAPON
180000046164-001,7/24/2018,Putnam 12768,Putnam,12768,A18000100654,58,Male,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
180000046170-001,7/24/2018,Bennett 13023,Bennett,13023,A18000100655,22,Male,Black,
180000046280-001,7/24/2018,Gibson 12521,Gibson,12521,A18000100661,25,Male,White,
180000046329-001,7/24/2018,Bennett 13023,Bennett,13023,A18000100662,29,Female,White,
180000046363-001,7/24/2018,Everette 13214,Everette,13214,A18000100658,27,Male,Black,ASSAULT FAM/HOUSE MEM IMPEDE BREATH/CIRC
180000046372-001,7/24/2018,C. Cormier 485/11898,Cormier,11898,A18000100656,32,Female,White,POSS CS PG 3 < 28G
180000046383-001,7/24/2018,Poorboy 11738,Poorboy,11738,A18000100659,20,Male,White,
180000046437-001,7/25/2018,Van Eeden 471/13215,Van Eeden,13215,A18000100664,24,Male,White,DRIVING WHILE INTOXICATED
180000046445-001,7/25/2018,C. Cormier 485/11898,Cormier,11898,A18000100665,33,Male,Black,FORGERY GOVT/NATIONAL INST/MONEY/SECURIT
180000046463-001,7/25/2018,Sembera 11295,Sembera,11295,A18000100667,29,Male,White,FRAUD USE/POSS IDENTIFYING INFO # ITEMS
180000046473-001,7/25/2018,Sparenberg 11930,Sparenberg,11930,A1800100668,23,Male,White,
180000046517-001,7/25/2018,,,,C18001078508,21,Female,Black,
180000046542-001,7/25/2018,,,,C18001078509,33,Female,White,Theft < $100
180000046560-001,7/25/2018,R. Melendrez #405/13301,Melendrez,13301,A18000100670,23,Male,White,BURGLARY OF VEHICLE
180000046765-001,7/26/2018,Gonzales 12911,Gonzales,12911,A18000100671,45,Male,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
180000046775-001,7/27/2018,Melendrez 13301,Melendrez,13301,A18000100675,57,Male,White,Public Intoxication - Other Substance
180000046784-001,7/27/2018,L. Murphy 13196,Murphy,13196,A18000100672,46,Female,White,Agg Assault Date/family/house W/weapon
180000046803-001,7/27/2018,Wisener 12586,Wisener,12586,A18000100676,23,Male,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
180000046803-002,7/27/2018,Wisener 12586,Wisener,12586,A18000100677,29,Male,White,
180000046813-001,7/27/2018,M. Alvarado #428/13100,Alvarado,13100,A18000100674,34,Male,Black,DRIVING WHILE INTOXICATED BAC >= 0.15
180000046818-001,7/27/2018,Pierce 12683,Pierce,12683,A18000100678,30,Female,White,ASSAULT BI FAM/HOUSE MEM 2+ W/IN 12 MONT
180000046818-002,7/27/2018,Pierce 12683,Pierce,12683,A18000100673,31,Male,White,ASSAULT BI FAM/HOUSE MEM 2+ W/IN 12 MONT
180000046961-001,7/27/2018,CYRUS    12833,Cyrus,12833,A18000100679,33,Female,White,
180000047047-001,7/27/2018,,,,C18001056523,22,Male,White,
180000047049-001,7/28/2018,Mendoza 12004/435,Mendoza,12004,A18000100685,24,Male,White,
180000047063-001,7/28/2018,J Cormier 11509,Cormier,11509,A18000100695,31,Male,White,Public Intoxication - Other Substance
180000047068-001,7/28/2018,Dehkordi 13217,Dehkordi,13217,A18000100682,44,Male,White,DRIVING WHILE INTOXICATED
180000047089-001,7/28/2018,N. Kennedy #437/13227,Kennedy,13227,A18000100696,23,Female,White,Public Intoxication - Other Substance
180000047089-002,7/28/2018,N. Kennedy #437/13227,Kennedy,13227,A18000100683,25,Male,White,Public Intoxication - Other Substance
180000047093-001,7/28/2018,Van Eeden 471/13215,Van Eeden,13215,A18000100681,24,Male,White,Reckless Driving
180000047096-001,7/28/2018,Royal-12585,Royal,12585,A18000100680,26,Male,White,Criminal Mischief >=$100<$750
180000047105-001,7/28/2018,Putnam 12768,Putnam,12768,A18000100687,24,Female,White,
180000047106-001,7/28/2018,Dehkordi 13217,Dehkordi,13217,A18000100694,27,Male,Black,DRIVING WHILE INTOXICATED/OPEN ALCH CONT
180000047106-002,7/28/2018,Tennant,Tennant,,A18000100693,28,Female,Black,Public Intoxication - Other Substance
180000047107-001,7/28/2018,Royal-12585,Royal,12585,A18000100690,24,Male,White,Public Intoxication - Other Substance
180000047127-001,7/28/2018,13220 C. Germer,Germer,13220,A18000100689,35,Male,White,
180000047138-001,7/28/2018,SCOTT 11908,Scott,11908,A18000100697,25,Male,Black,DEADLY CONDUCT DISCHARGE FIREARM
180000047207-001,7/29/2018,B. Colburn,Colburn,,180000000240,30,Male,White,BURGLARY OF VEHICLE
180000047207-002,7/29/2018,B. Colburn,Colburn,,180000000241,37,Male,White,BURGLARY OF VEHICLE
180000047209-001,7/28/2018,Elrod 11796,Elrod,11796,A18000100686,23,Female,White,Duty On Striking Fixture/hwy Landscape>=
180000047259-001,7/28/2018,S. Raven,Raven,,A18000100691,19,Male,White,
180000047265-001,7/28/2018,,,,A18000100692,26,Male,White,Criminal Mischief >=$100<$750
180000047274-001,7/28/2018,Contreras 12772,Contreras,12772,A18000100684,34,Male,White,
180000047274-002,7/28/2018,Contreras 12772,Contreras,12772,A18000100688,25,Female,White,
180000047287-001,7/28/2018,,,,C18001064400,25,Male,White,
180000047335-001,7/28/2018,,,,C18001064402,23,Male,White,
180000047347-001,7/29/2018,,,,C18001068522,20,Female,White,Theft < $100
180000047347-002,7/29/2018,,,,C18001068521,20,Male,White,Theft < $100
180000047351-001,7/29/2018,Putnam 12768,Putnam,12768,A18000100699,31,Male,White,Public Intoxication - Other Substance
180000047357-001,7/29/2018,Tankersley,Tankersley,,C18001063794,22,Male,White,Misrep of Age by Minor
180000047365-001,7/29/2018,Royal-12585,Royal,12585,A18000100707,32,Male,White,Public Intoxication - Other Substance
180000047373-001,7/29/2018,Mendoza 12004/435,Mendoza,12004,A18000100702,23,Male,White,DRIVING WHILE INTOXICATED BAC >= 0.15
180000047379-001,7/29/2018,,,,C18001063795,26,Male,White,
180000047382-001,7/29/2018,Contreras 12772,Contreras,12772,A18000100698,26,Female,White,DRIVING WHILE INTOXICATED BAC >= 0.15
180000047383-001,7/29/2018,Everette 13214,Everette,13214,A18000100708,41,Male,White,DRIVING WHILE INTOXICATED
180000047385-001,7/29/2018,P Stephens 11838,Stephens,11838,A18000100711,28,Male,White,
180000047387-001,7/29/2018,C. Tankersley #200/12074,Tankersley,12074,A18000100713,23,Male,White,Public Intoxication - Other Substance
180000047393-001,7/29/2018,Dekordi 13217,Dehkordi,13217,A1800100706,25,Female,White,ASSAULT CAUSES BODILY INJURY FAMILY VIOL
180000047403-001,7/29/2018,Wooten 12966/473,Wooten,12966,A18000100704,27,Male,White,DRIVING WHILE INTOXICATED
180000047408-001,7/29/2018,Van Eeden 471/13215,Van Eeden,13215,A18000100710,41,Male,White,
180000047438-001,7/29/2018,Crook #470/11910,Crook,11910,A18000100703,45,Female,Black,CRIMINAL TRESPASS
180000047482-001,7/29/2018,Colburn 10471,Colburn,10471,A18000100700,37,Male,White,BURGLARY OF VEHICLE W/2+ CONV IAT
180000047482-002,7/29/2018,Colburn 10471,Colburn,10471,A18000100712,30,Male,White,THEFT PROP $500<$1500 ENH
180000047484-001,7/29/2018,Charleswell 11125,Charleswell,11125,A18000100705,47,Male,White,"Theft Prop <$2,500  2/more Prev Conv"
180000047494-001,7/29/2018,Charleswell 11125,Charleswell,11125,A18000100701,25,Female,White,Theft < $100
180000047551-001,7/29/2018,Dehkordi 13217,Dehkordi,13217,A18000100709,38,Male,White,
180000047559-001,7/30/2018,C. Cormier 485/11898,Cormier,11898,A18000100717,35,Male,White,DUTY ON STRIKING FIXTURE/HWY LANDSCAPE>=
180000047562-001,7/30/2018,,,,C18001073792,22,Male,White,
180000047563-001,7/30/2018,Mendoza 12004/435,Mendoza,12004,A18000100715,29,Male,White,POSS CS PG 1 >=1G<4G
180000047568-001,7/30/2018,Sarver 12832,Sarver,12832,A18000100718,33,Male,White,
180000047576-001,7/30/2018,Wooten 12966/473,Wooten,12966,A18000100714,24,Male,White,DRIVING WHILE INTOXICATED BAC >= 0.15
180000047579-001,7/30/2018,Everette 13214,Everette,13214,A18000100716,25,Male,White,EVADING ARREST DET W/VEH
180000047713-001,7/30/2018,Murphy 13196,Murphy,13196,,35,Male,White,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O F
180000047715-001,7/30/2018,13023,Bennett,13023,A18000100719,28,Male,Black,
